32, 32
5, 16, 0.0, 0.0, 0.0
5, 17, 0.0, 0.0, 0.0
5, 18, 0.0, 0.0, 0.0
5, 19, 0.0, 0.0, 0.0
5, 20, 0.0, 0.0, 0.0
5, 21, 0.0, 0.0, 0.0
5, 22, 0.0, 0.0, 0.0
5, 23, 0.0, 0.0, 0.0
5, 24, 0.0, 0.0, 0.0
5, 25, 0.0, 0.0, 0.0
5, 26, 0.0, 0.0, 0.0
6, 14, 0.0, 0.0, 0.0
6, 15, 0.0, 0.0, 0.0
6, 16, 0.0, 0.0, 0.0
6, 17, 0.0, 0.0, 0.0
6, 18, 0.0, 0.0, 0.0
6, 19, 0.0, 0.0, 0.0
6, 20, 0.0, 0.0, 0.0
6, 21, 0.0, 0.0, 0.0
6, 22, 0.0, 0.0, 0.0
6, 23, 0.0, 0.0, 0.0
6, 24, 0.0, 0.0, 0.0
6, 25, 0.0, 0.0, 0.0
6, 26, 0.0, 0.0, 0.0
7, 12, 0.0, 0.0, 0.0
7, 13, 0.0, 0.0, 0.0
7, 14, 0.0, 0.0, 0.0
7, 15, 0.0, 0.0, 0.0
7, 16, 0.0, 0.0, 0.0
7, 17, 0.0, 0.0, 0.0
7, 18, 0.0, 0.0, 0.0
7, 19, 0.0, 0.0, 0.0
7, 20, 0.0, 0.0, 0.0
7, 21, 0.0, 0.0, 0.0
7, 22, 0.0, 0.0, 0.0
7, 23, 0.0, 0.0, 0.0
7, 24, 0.0, 0.0, 0.0
7, 25, 0.0, 0.0, 0.0
7, 26, 0.0, 0.0, 0.0
8, 11, 0.0, 0.0, 0.0
8, 12, 0.0, 0.0, 0.0
8, 13, 0.0, 0.0, 0.0
8, 14, 0.0, 0.0, 0.0
8, 15, 0.0, 0.0, 0.0
8, 16, 0.0, 0.0, 0.0
8, 17, 0.0, 0.0, 0.0
8, 18, 0.0, 0.0, 0.0
8, 19, 0.0, 0.0, 0.0
8, 20, 0.0, 0.0, 0.0
8, 21, 0.0, 0.0, 0.0
8, 22, 0.0, 0.0, 0.0
8, 23, 0.0, 0.0, 0.0
8, 24, 0.0, 0.0, 0.0
8, 25, 0.0, 0.0, 0.0
8, 26, 0.0, 0.0, 0.0
9, 11, 0.0, 0.0, 0.0
9, 12, 0.0, 0.0, 0.0
9, 13, 0.0, 0.0, 0.0
9, 14, 0.0, 0.0, 0.0
9, 15, 0.0, 0.0, 0.0
9, 16, 0.0, 0.0, 0.0
9, 17, 0.0, 0.0, 0.0
9, 18, 0.0, 0.0, 0.0
9, 19, 0.0, 0.0, 0.0
9, 20, 0.0, 0.0, 0.0
9, 21, 0.0, 0.0, 0.0
9, 22, 0.0, 0.0, 0.0
